RunNum,SetNum,BattleNum,FirstStim,SecondStim,Outcome,OutcomeNum,Tone,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,trigger.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,wait.started,firststim_image.started,firststim_resp.started,firststim_resp.keys,firststim_resp.rt,isi_stim,isi_stim.started,isi_stim.stopped,secondstim_image.started,secondstim_resp.started,secondstim_resp.keys,secondstim_resp.rt,isi_outcome,isi_outcome.started,isi_outcome.stopped,outcome_image.started,tone.started,tone.stopped,jitter_iti,iti.started,iti.stopped,completion_prompt.started,completion_prompt_resp.started,completion_prompt_resp.keys,completion_prompt_resp.rt,participant,run,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,20.69732369214762,20.69732369214762,t,26.351189133594744,,,,,,,,,,,,,,,,,,,,,,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,1,34,img/cat.png,img/stick.png,img/won.png,1,img/Silent.wav,0,0,0,7,,,,,47.06785475241486,52.093179111368954,52.093179111368954,a,6.009004652616568,1.5,58.10813718289137,59.61170795420185,59.61170795420185,59.61170795420185,a,1.4766330444253981,0.25,61.11079986579716,61.6642635865137,61.6642635865137,61.79446906625526,63.100818715873174,1.0,63.11434603272937,64.13050133013166,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,6,22,img/stick.png,img/lion.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,1,1,39,,,,,,64.13050133013166,64.13050133013166,c,1.1535342059796676,1.5,65.31388455023989,66.8172323172912,66.8172323172912,66.8172323172912,c,0.9380582751473412,0.25,67.78225704829674,68.28595183731522,68.28595183731522,68.46597175981151,69.76814974960871,1.5,69.7848133490188,71.28667119692545,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,8,16,img/grenade.png,img/goose.png,img/won.png,1,img/Silent.wav,0,2,2,19,,,,,,71.28667119692545,71.28667119692545,a,1.1666095406981185,2.0,72.48578191024717,74.48888377519324,74.48888377519324,74.48888377519324,a,0.5682084589498118,0.25,75.08925577136688,75.64096475532278,75.64096475532278,75.78785715886625,77.09120961918961,1.0,77.10602433071472,78.11949760303833,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,5,29,img/fist.png,img/grizzly.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,3,3,11,,,,,,78.11949760303833,78.11949760303833,c,1.0246348660439253,0.5,79.17382617667317,79.67612377530895,79.67612377530895,79.67612377530895,c,0.7171366587281227,0.25,80.42485394491814,80.9287609293824,80.9287609293824,81.10836812324123,82.41070938413031,1.0,82.42785995209124,83.43002400419209,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,8,24,img/grenade.png,img/lion.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,4,4,21,,,,,,83.43002400419209,83.43002400419209,a,0.7899549639550969,2.0,84.244292127667,86.24830364540685,86.24830364540685,86.24830364540685,a,0.568791285273619,0.25,86.84779414872173,87.36479780136142,87.36479780136142,87.5463343806914,88.84852175728884,2.0,88.86564018309582,90.86636068043299,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,7,39,img/gun.png,img/cat.png,img/won.png,1,img/Silent.wav,0,5,5,27,,,,,,90.86636068043299,90.86636068043299,a,0.8141463812207803,2.0,91.69956141535658,93.70278815121856,93.70278815121856,93.70278815121856,a,0.7775585976196453,0.25,94.50170424790122,95.04891133215278,95.04891133215278,95.18524459499167,96.49050994310528,1.0,96.50334179366473,97.50940216344316,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,6,14,img/stick.png,img/goose.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,6,6,37,,,,,,97.50940216344316,97.50940216344316,c,0.9948285184800625,0.5,98.52119437011424,99.02313641342334,99.02313641342334,99.02313641342334,c,2.581153518287465,0.25,101.62347086309455,102.12738894077484,102.12738894077484,102.30706980574178,103.60820104065351,0.5,103.62496049772017,104.12657799012959,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,5,37,img/fist.png,img/cat.png,img/won.png,1,img/Silent.wav,0,7,7,9,,,,,,104.12657799012959,104.12657799012959,c,2.110531634883955,2.0,106.26118356687948,108.26324066799134,108.26324066799134,108.26324066799134,a,1.3162909488892183,0.25,109.61245063820388,110.15862063865643,110.15862063865643,110.29610106529435,111.60061633377336,1.0,111.61453333927784,112.61554368538782,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,7,31,img/gun.png,img/grizzly.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,8,8,29,,,,,,112.61554368538782,112.61554368538782,a,0.816870788577944,0.5,113.46519866865128,113.96754803624935,113.96754803624935,113.96754803624935,a,0.8957858725916594,0.25,114.88279387995135,115.38686555763707,115.38686555763707,115.5665967692039,116.86732096434571,1.0,116.8843239058042,117.88690125534777,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,3,17,img/lion.png,img/fist.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,9,9,31,,,,,,117.88690125534777,117.88690125534777,c,1.4713247452164069,0.5,119.38639821566176,119.88717745081522,119.88717745081522,119.88717745081522,c,0.6599167089443654,0.25,120.57003203127533,121.07227160327602,121.07227160327602,121.25396121368976,122.55492178199347,2.0,122.57171764806844,124.5751255749492,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,1,33,img/cat.png,img/fist.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,10,10,1,,,,,,124.5751255749492,124.5751255749492,a,1.3293364171404392,1.0,125.92412790085655,126.92552338459063,126.92552338459063,126.92552338459063,a,1.542997024487704,0.25,128.4926094263792,128.99461859860457,128.99461859860457,129.17628232453717,130.47878372762352,1.0,130.4955548469443,131.4967731217621,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,5,13,img/fist.png,img/goose.png,img/won.png,1,img/Silent.wav,0,11,11,10,,,,,,131.4967731217621,131.4967731217621,c,1.121513459715061,0.5,132.64564983709715,133.14789652021136,133.14789652021136,133.14789652021136,c,1.8422139207832515,0.25,135.01415707636625,135.55883289093617,135.55883289093617,135.69766215240816,137.00075121724512,1.0,137.01557702221908,138.0177996698767,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,8,8,img/grenade.png,img/cat.png,img/won.png,1,img/Silent.wav,0,12,12,17,,,,,,138.0177996698767,138.0177996698767,a,0.9305185106350109,1.0,138.9667276989203,139.96933349291794,139.96933349291794,139.96933349291794,a,1.9791453984798864,0.25,141.96890654205345,142.51207110413816,142.51207110413816,142.65275380463572,143.96091934666038,0.5,143.98813241557218,144.48990464571398,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,2,12,img/goose.png,img/grenade.png,img/won.png,1,img/Silent.wav,0,13,13,14,,,,,,144.48990464571398,144.48990464571398,a,2.006368422997184,2.0,146.5220789918676,148.52455308823846,148.52455308823846,148.52455308823846,a,0.7299133270280436,0.25,149.27422761288472,149.8246563130524,149.8246563130524,149.97448787937174,151.28072574245743,1.5,151.29406959260814,152.79518816981,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,3,18,img/lion.png,img/stick.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,14,14,34,,,,,,152.79518816981,152.79518816981,c,1.401049087406136,2.0,154.22759780823253,156.2300812912872,156.2300812912872,156.2300812912872,c,0.7230966197093949,0.25,156.9798508202657,157.4875744781457,157.4875744781457,157.68011421576375,158.9811743395403,2.0,158.99790051672608,161.0012251015287,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,4,26,img/grizzly.png,img/stick.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,15,15,25,,,,,,161.0012251015287,161.0012251015287,c,1.0320258662104607,2.0,162.0500172515167,164.0521630991716,164.0521630991716,164.0521630991716,c,1.0449766144156456,0.25,165.1189292834606,165.62026546045672,165.62026546045672,165.80262465268606,167.10348026105203,2.0,167.12040611810517,169.1236928717699,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,1,2,img/cat.png,img/stick.png,img/won.png,1,img/Silent.wav,0,16,16,6,,,,,,169.1236928717699,169.1236928717699,c,1.1774687700672075,1.0,170.3224872831488,171.32415526441764,171.32415526441764,171.32415526441764,a,1.4729338464094326,0.25,172.82477691746317,173.37683064781595,173.37683064781595,173.50968857045518,174.81211857800372,1.5,174.82776045345236,176.32977190124802,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,1,4,img/cat.png,img/grenade.png,img/won.png,1,img/Silent.wav,0,17,17,2,,,,,,176.32977190124802,176.32977190124802,a,1.2757772653130814,1.5,177.6279263983015,179.13120248529594,179.13120248529594,179.13120248529594,a,0.6680964732076973,0.25,179.82953055028338,180.37233073927928,180.37233073927928,180.51306549302535,181.82106804836076,1.0,181.84839233511593,182.85028019174933,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,2,9,img/goose.png,img/fist.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,18,18,13,,,,,,182.85028019174933,182.85028019174933,a,0.9423701661871746,1.5,183.81575178471394,185.31829741888214,185.31829741888214,185.31829741888214,c,1.8131385952001438,0.25,187.15180165576749,187.65609548450448,187.65609548450448,187.83568618056597,189.13585400267038,2.0,189.15274828637484,191.15586579567753,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,1,3,img/cat.png,img/gun.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,19,19,4,,,,,,191.15586579567753,191.15586579567753,a,2.570235408958979,1.0,193.75614051206503,194.75775501772296,194.75775501772296,194.75775501772296,a,0.8845659679500386,0.25,195.67413152754307,196.17573707329575,196.17573707329575,196.35781921684975,197.6605888508493,1.0,197.67714834364597,198.6780104942154,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,7,23,img/gun.png,img/lion.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,20,20,30,,,,,,198.6780104942154,198.6780104942154,a,1.9681086759082973,1.0,200.67956043116283,201.68294190475717,201.68294190475717,201.68294190475717,a,1.5302763916552067,0.25,203.2462459753733,203.7480793610448,203.7480793610448,203.93094600195764,205.2324928098824,2.0,205.249163520406,207.25175367004704,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,8,32,img/grenade.png,img/grizzly.png,img/won.png,1,img/Silent.wav,0,21,21,20,,,,,,207.25175367004704,207.25175367004704,a,0.6767984773032367,0.5,207.94940105988644,208.4516434763791,208.4516434763791,208.4516434763791,a,0.8659271873766556,0.25,209.35045100061689,209.89551138388924,209.89551138388924,210.03430964093423,211.34096250822768,0.5,211.35336086561438,211.87079488229938,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,7,15,img/gun.png,img/goose.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,22,22,28,,,,,,211.87079488229938,211.87079488229938,a,0.7447431141044945,1.5,212.6363129535457,214.13891547650564,214.13891547650564,214.13891547650564,a,0.6993856288027018,0.25,214.87125710432883,215.3750059377635,215.3750059377635,215.5549803490867,216.85594404640142,2.0,216.87233969930094,218.87501887988765,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,5,21,img/fist.png,img/lion.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,23,23,12,,,,,,218.87501887988765,218.87501887988765,c,2.0011016527423635,2.0,220.89384852256626,222.89555803267285,222.89555803267285,222.89555803267285,c,0.4504525081720203,0.25,223.37904703768436,223.88030755252112,223.88030755252112,224.07786886946997,,2.0,225.3804291523993,227.38212899141945,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,6,38,img/stick.png,img/cat.png,img/won.png,1,img/Silent.wav,0,24,24,36,,,,,,227.38212899141945,227.38212899141945,c,1.1755106557393447,1.5,228.58274128625635,230.08389229001477,230.08389229001477,230.08389229001477,a,2.126372621511109,0.25,232.23349120933563,232.77798697073013,232.77798697073013,232.9172719119233,234.2209679809166,0.5,234.23552157264203,234.73698461183812,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,7,7,img/gun.png,img/cat.png,img/won.png,1,img/Silent.wav,0,25,25,26,,,,,,234.73698461183812,234.73698461183812,a,0.7192125330911949,1.0,235.48777046019677,236.50559260125738,236.50559260125738,236.50559260125738,a,0.7255234983749688,0.25,237.25406307319645,237.7956694494933,237.7956694494933,237.9376273137168,239.24108217388857,0.5,239.2557512499625,239.757226804737,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,6,6,img/stick.png,img/cat.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,26,26,35,,,,,,239.757226804737,239.757226804737,c,2.709949036128819,0.5,242.49105380056426,242.99337017256767,242.99337017256767,242.99337017256767,a,0.7337814847705886,0.25,243.7585093639791,244.26225677516777,244.26225677516777,244.4423025821452,245.74336867930833,2.0,245.76001606532373,247.76319814356975,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,5,5,img/fist.png,img/cat.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,27,27,8,,,,,,247.76319814356975,247.76319814356975,c,0.8300155277829617,1.5,248.61220914497972,250.11482503684238,250.11482503684238,250.11482503684238,a,0.44821962050627917,0.25,250.59696549142245,251.10032918734942,251.10032918734942,251.2816959535121,252.5814598647412,1.0,252.6151545655448,253.61896697222255,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,2,11,img/goose.png,img/gun.png,img/won.png,1,img/Silent.wav,0,28,28,15,,,,,,253.61896697222255,253.61896697222255,c,2.2510852260747924,1.5,255.90059184317943,257.40267497091554,257.40267497091554,257.40267497091554,a,0.4934402881190181,0.25,257.9187570239883,258.46393203828484,258.46393203828484,258.60228428669507,259.9108272861922,1.5,259.9378967108205,261.4399138474837,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,2,10,img/goose.png,img/stick.png,img/won.png,1,img/Silent.wav,0,29,29,16,,,,,,261.4399138474837,261.4399138474837,c,1.0473594041541219,1.5,262.50551125011407,264.0081780574983,264.0081780574983,264.0081780574983,c,2.0008689772803336,0.25,266.04120971867815,266.59233815188054,266.59233815188054,266.7417032295489,268.0503389579244,1.5,268.07577538792975,269.57952763466164,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,8,40,img/grenade.png,img/cat.png,img/won.png,1,img/Silent.wav,0,30,30,18,,,,,,269.57952763466164,269.57952763466164,a,0.8557099486934021,0.5,270.46110210206825,270.96337353193667,270.96337353193667,270.96337353193667,a,1.0389097022125497,0.25,272.0305288359523,272.58004219445866,272.58004219445866,272.72902896121377,274.0316464174539,0.5,274.0470735376002,274.54846631910186,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,6,30,img/stick.png,img/grizzly.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,31,31,38,,,,,,274.54846631910186,274.54846631910186,c,1.1436602916801348,1.5,275.71472371777054,277.2205310744466,277.2205310744466,277.2205310744466,c,0.7476433080155402,0.25,277.9998210845515,278.50366577564273,278.50366577564273,278.683327582723,279.98444715549704,1.5,280.0013428614475,281.5042537220288,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,1,1,img/cat.png,img/fist.png,img/won.png,1,img/Silent.wav,0,32,32,0,,,,,,281.5042537220288,281.5042537220288,a,2.9262785841710865,0.5,284.45607483386993,284.95726053987164,284.95726053987164,284.95726053987164,a,0.6811473458074033,0.25,285.67359990114346,286.22269341989886,286.22269341989886,286.3722311553429,287.68079264380503,0.5,287.7064708514372,288.2091117743403,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,4,27,img/grizzly.png,img/gun.png,img/won.png,1,img/Silent.wav,0,33,33,24,,,,,,288.2091117743403,288.2091117743403,c,4.166954571730457,1.0,292.39494036196265,293.3965935520828,293.3965935520828,293.3965935520828,a,1.1557082136860117,0.25,294.5783932709601,295.1219415483065,295.1219415483065,295.2619401602424,296.57041347096674,2.0,296.5964736873284,298.6016923865536,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,1,35,img/cat.png,img/gun.png,img/won.png,1,img/Silent.wav,0,34,34,5,,,,,,298.6016923865536,298.6016923865536,a,1.2571839959127828,2.0,299.8822306803195,301.88590285601094,301.88590285601094,301.88590285601094,a,0.7712826189817861,0.25,302.68413145071827,303.2283188744914,303.2283188744914,303.3678302333574,304.6716318312101,0.5,304.6860483207274,305.1894060432678,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,1,36,img/cat.png,img/grenade.png,img/won.png,1,img/Silent.wav,0,35,35,3,,,,,,305.1894060432678,305.1894060432678,a,0.6689279038691893,1.5,305.88662136218045,307.3892113696784,307.3892113696784,307.3892113696784,a,0.6461780501995236,0.25,308.0547646265477,308.5967487449525,308.5967487449525,308.73827937379247,310.0414620208321,0.5,310.05630716786254,310.55846055340953,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,4,28,img/grizzly.png,img/grenade.png,img/won.png,1,img/Silent.wav,0,36,36,23,,,,,,310.55846055340953,310.55846055340953,c,2.2326111387228593,1.5,312.8084683044581,314.3117424004013,314.3117424004013,314.3117424004013,a,0.7435601103352383,0.25,315.07762911135796,315.6279599627014,315.6279599627014,315.7767587118433,317.08068944734987,1.5,317.0949702570215,318.5974151978735,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,3,19,img/lion.png,img/gun.png,img/won.png,1,img/Silent.wav,0,37,37,33,,,,,,318.5974151978735,318.5974151978735,c,0.647736235987395,1.5,319.2627391926944,320.7652808446437,320.7652808446437,320.7652808446437,a,0.6141703884350136,0.25,321.3979659958277,321.939656852046,321.939656852046,322.0812378274859,323.3831862708321,0.5,323.398975773016,323.9012659761356,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,4,25,img/grizzly.png,img/fist.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,38,38,22,,,,,,323.9012659761356,323.9012659761356,c,0.637923761503771,0.5,324.5664858643431,325.0677799435798,325.0677799435798,325.0677799435798,a,0.7946744634537026,0.25,325.88408241258,326.38768902386073,326.38768902386073,326.5679717728053,327.8689815500984,0.5,327.8853780563222,328.3877615571255,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
1,3,20,img/lion.png,img/grenade.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,39,39,32,,,,,,328.3877615571255,328.3877615571255,c,1.0482457325560972,1.0,329.45355039078277,330.45508382993285,330.45508382993285,330.45508382993285,a,0.9391809768276289,0.25,331.4214244001778,331.92344295908697,331.92344295908697,332.10501964512514,333.40618103113957,2.0,333.4227456438821,335.4243729496375,,,,,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.4243729496375,335.4243729496375,c,1.8027558099711314,Maddy,001,2023-12-14_09h12.51.197,Safety_Run1_Tone,2023.1.0,59.93993434150531,
